"Mfr Part # "	"Manufacturer"	"Product URL"	"Image URL"	"Product Title"	"Product Description"	"Category"	"Price"	"Condition"	"MSRP"	"category"	"link"	"image_link"
"ER7782"	"Enabled"	"14k-white-gold-unisex-diamond-earring-studs-1-05-ctw-2.html"	"/e/r/er7782-1.jpg"	"14K White Gold Diamond Cluster Stud Earrings 0.85 Ctw"	"These elegant unisex cluster diamond stud earrings are crafted in 14K White Gold. The center is prong set with seven brilliant SI1/SI2  in clarity and H in color round cut diamonds which weigh a total of  0.85 carats. The frame of each earring measures to 1/4 Inches in width and securely locks with a push back closure. These exquisite unisex diamond earring studs are ideal for casual or special wear."	"Diamond Earring"	"584.0000"	"new"	"1750.0000"	"Root Catalog>Mens>Root Catalog>Mens>Earrings>Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Womens Diamond Stud Earrings>Root Catalog>Mens>Earrings>Mens Diamond Stud Earrings>Root Catalog>Mens>Earrings>Mens Diamond Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/2873/s/14k-white-gold-unisex-diamond-earring-studs-1-05-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//e/r/er7782-1.jpg"
"P00989"	"Enabled"	"14k-yellow-gold-womens-diamond-heart-pendant-0-35-ctw.html"	"/p/0/p00989-1.jpg"	"14K Yellow Gold Womens Diamond Heart Pendant 0.35 Ctw"	"This elegant womens diamond heart pendant is crafted in lustrous 14K Yellow Gold. One side of the frame is prong set with five small purple amethyst gemstones which total fo 0.30 carats. Five small round cut diamonds which total to 0.05 carats are placed among the gemstones. The frame measures to 3/4 Inches in length and 1/2 Inches in width. This lovely womens diamond heart pendant comes with a matching 16 Inch Yellow Gold Chain."	"Diamond Pendant"	"317.0000"	"new"	"950.0000"	"Root Catalog>Womens>Root Catalog>Womens>Pendants>Root Catalog>Womens>Pendants>Womens Diamond Heart Pendants>Root Catalog>Womens>Pendants>Womens Diamond Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/2874/s/14k-yellow-gold-womens-diamond-heart-pendant-0-35-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/0/p00989-1.jpg"
"ER55432"	"Enabled"	"14k-white-gold-womens-diamond-earrings-0-50-ctw-1.html"	"/e/r/er55432-1.jpg"	"14K White Gold Womens Diamond Earrings 0.50 Ctw"	"These lovely womens diamond earrings are crafted in lustrous 14K White Gold. The center of each earring is channel set with small brilliant round cut diamonds which total to 0.25 carats on each. The frame measures to 5/8 Inches in length and they both weigh a total of 4 grams. Securely locking with an omega clasp closure, these exquisite womens diamond earrings are ideal for an every day casual wear."	"Diamond Earring"	"417.0000"	"new"	"1250.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/2875/s/14k-white-gold-womens-diamond-earrings-0-50-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//e/r/er55432-1.jpg"
"P99909"	"Enabled"	"14k-yellow-gold-womens-diamond-sandal-pendant.html"	"/p/9/p99909-1_1.jpg"	"14K Yellow Gold Womens Diamond Sandal Pendant 0.25 Ctw"	"This lovely womens diamond sandal pendant is crafted in lustrous 14K Yellow Gold. The front of the shoe is pave set with small round cut diamonds which total to 0.25 carats. The frame measures to 1 1/4 Inches in length and 1/4 Inches in width. This lovely womens diamond sandal pendant comes with a matching 18 Inch 14K Yellow Gold Chain."	"Diamond Pendant"	"517.0000"	"new"	"1550.0000"	"Root Catalog>Womens>Root Catalog>Womens>Pendants>Root Catalog>Womens>Pendants>Womens Diamond Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/2876/s/14k-yellow-gold-womens-diamond-sandal-pendant/"	"http://www.avianneandco.com/store/media/catalog/product//p/9/p99909-1_1.jpg"
"P00955"	"Enabled"	"14k-white-gold-unisex-diamond-cross-pendant-0-75-ctw.html"	"/p/0/p0955-1_2.jpg"	"14K White Gold Diamond Cross Pendant 0.75 Ctw"	"This exquisite unisex diamond cross pendant is crafted in highly gleaming 14K White Gold. The center is highlighted with brilliant round cut diamonds which are VS in clarity and G/H in color and weigh a total of 0.75 carats. The frame measures to  1 1/4 Inches in length and 5/8 Inches in width. Weighing approximately 3 grams, this finely detailed unisex diamond cross pendant is an ideal accessory for an every day wear.  NOTE: The chain is for illustration purposes only and may be purchased separately. "	"Diamond Pendant"	"950.0000"	"new"	"2850.0000"	"Root Catalog>Mens>Root Catalog>Mens>Pendants>Root Catalog>Mens>Pendants>Diamond Cross Pendants>Root Catalog>Womens>Root Catalog>Womens>Pendants>Root Catalog>Womens>Pendants>Womens Diamond Crosses >Root Catalog>Mens>Pendants>Diamond Pendants>Root Catalog>Womens>Pendants>Womens Diamond Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/2882/s/14k-white-gold-unisex-diamond-cross-pendant-0-75-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/0/p0955-1_2.jpg"
"R110233"	"Enabled"	"18k-white-gold-womens-diamond-topaz-ring-0-10-ctw.html"	"/r/1/r110233-1_1.jpg"	"18K White Gold Womens Diamond Topaz Ring 0.10 Ctw"	"This exquisite womens diamond ring is crafted in 18K White Gold. The lovely design features small prong set round cut diamonds which total to 0.10 carats and are H in color and SI1 in clarity. Nine small marquise cut blue topaz stones are prong set across the center and measure to 5X3 mm each. Measuring to approximately 5/16 Inches in width, the frame weighs a total of 6.3 grams. This lovely womens diamond topaz ring is an ideal accessory for a special night out. NOTE: Matching bracelet and earrings may be purchased separately. Please see our Related Products section on the right hand corner."	"Diamond Ring"	"767.0000"	"new"	"2300.0000"	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/2884/s/18k-white-gold-womens-diamond-topaz-ring-0-10-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/1/r110233-1_1.jpg"
"ER11023"	"Enabled"	"18k-white-gold-womens-diamond-topaz-earrings-0-10-ctw.html"	"/e/r/er11023-1.jpg"	"18K White Gold Womens Diamond Topaz Earrings 0.10 Ctw"	"These lovely womens diamond topaz earrings are crafted in 18K White Gold. The center is prong set with small round cut diamonds which weigh a total of 0.10 carats and are H in color and SI1 in clarity. Small marquise cut blue topaz gemstones are prong set across the center and measure to 6X3 mm each. Securely locking with a push back closure, these lovely womens topaz earrings are ideal for a special night out. NOTE: Matching bracelet and a ring may be purchased separately. Please see our Related Products Section on the right hand corner."	"Diamond Earring"	"884.0000"	"new"	"2650.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/2885/s/18k-white-gold-womens-diamond-topaz-earrings-0-10-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//e/r/er11023-1.jpg"
"BR11023"	"Enabled"	""	"/b/r/br11023-3_1.jpg"	"18K White Gold Womens Topaz Bracelet"	"This lovely womens diamond bracelet is crafted in 18K White Gold. The center is prong set with five oval shape blue topaz gemstones which measure 6x4mm. The frame measures 7 1/4 Inches in length and weighs approximately 12 grams. This exquisite womens topaz bracelet is an ideal accessory for a glamorous night out. NOTE: Matching Ring and Earrings may be purchased separately. Please see our Related Prodcuts Section on the right hand corner."	"Gold Chain"	"709.0000"	"new"	"2125.0000"	"Root Catalog>Womens>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/2886/s/18k-white-gold-womens-topaz-bracelet/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br11023-3_1.jpg"
"BR5602"	"Enabled"	"14k-yellow-gold-womens-amethyst-bracelet.html"	"/b/r/br5602-3_1.jpg"	"14K Yellow Gold Womens Amethyst Bracelet"	"This lovely womens amethyst bracelet is crafted in highly polished 14K Yellow Gold. Eighteen oval shape purple amethyst stones are prong set across the 7 1/2 Inch frame and they measure to 7x5 mm. Weighing approximately 8.2 grams, this lovely womens natural amethyst bracelet securely locks with a hidden clasp and one safety latch."	"Gold Ring "	"667.0000"	"new"	"2000.0000"	"Root Catalog>Womens>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/2888/s/14k-yellow-gold-womens-amethyst-bracelet/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br5602-3_1.jpg"
"P11202"	"Enabled"	"10k-yellow-gold-womens-antique-brooch-0-40-ctw.html"	"/p/1/p11202-3.jpg"	"10K Yellow Gold Womens Antique Brooch 0.40 Ctw"	"This exquisite womens antique brooch is crafted in 10K Yellow Gold. The center is bezel set with one princess cut blue sapphire which weighs a total of 0.40 carats. The rest of the frame is bezel set with small round cut white pearls. Lovely in appearance, this uniquely desiged womens antique brooch is ideal for special or casual wear."	"Gold Pendant"	"500.0000"	"new"	"1500.0000"	"Root Catalog>Womens>Root Catalog>Womens>Women's Gold Jewelry>Root Catalog>Womens>Antique Jewelry>Root Catalog>Womens>Women's Gold Jewelry>Womens Gold Pendants>Root Catalog>Womens>Brooches"	"http://www.avianneandco.com/store/catalog/product/view/id/2889/s/10k-yellow-gold-womens-antique-brooch-0-40-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/1/p11202-3.jpg"
"P99827"	"Enabled"	"14k-white-gold-womens-pearl-antique-brooch.html"	"/P/9/P99827-1.jpg"	"14K White Gold Womens Pearl Antique Brooch"	"This exclusive womens pearl antique brooch is crafted in highly gleaming 14K White Gold. The center is set with one small white pearl which measures to 2.4 mm in diameter. Measuring to 2 1/4 Inches in length, this lovely womens antique brooch weighs approximately 2.8 grams."	"Gold Pendant"	"325.0000"	"new"	"975.0000"	"Root Catalog>Womens>Root Catalog>Womens>Women's Gold Jewelry>Root Catalog>Womens>Antique Jewelry>Root Catalog>Womens>Women's Gold Jewelry>Womens Gold Pendants>Root Catalog>Womens>Brooches"	"http://www.avianneandco.com/store/catalog/product/view/id/2890/s/14k-white-gold-womens-pearl-antique-brooch/"	"http://www.avianneandco.com/store/media/catalog/product//P/9/P99827-1.jpg"
"PIN05"	"Enabled"	"14k-rose-gold-womens-diamond-antique-gold-pin-0-10-ctw.html"	"/P/I/PIN05-1.jpg"	"14K Rose Gold Womens Diamond Antique Pin 0.10 Ctw"	"This lovely womens diamond antique pin is crafted in lustrous 14K Rose Gold. The upper part is bezel set with one brilliant round cut diamond which weighs a total of 0.10 carats. Measuring to 2 1/2 Inches in length, this lovely womens antique pin weighs a total of 1.5 grams."	"Diamond Pendant"	"334.0000"	"new"	"1000.0000"	"Root Catalog>Womens>Root Catalog>Womens>Antique Jewelry>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/2892/s/14k-rose-gold-womens-diamond-antique-gold-pin-0-10-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//P/I/PIN05-1.jpg"
"P77263"	"Enabled"	"14k-yellow-gold-womens-pearl-brooch.html"	"/P/7/P77263-1.jpg"	"14K Yellow Gold Womens Pearl Antique Brooch "	"This elegant womens pearl antique brooch is crafted in highly gleaming 14K Yellow Gold. The center is set with small white pearls which measure to 2 mm in diameter. The brooch weighs approximately 2.6 grams and measures to 1 3/4 Inches in length. Handmade to perfection, this one of a kind antique brooch is an ideal accessory for an every day casual wear."	"Gold Pendant"	"325.0000"	"new"	"975.0000"	"Root Catalog>Womens>Root Catalog>Womens>Women's Gold Jewelry>Root Catalog>Womens>Antique Jewelry>Root Catalog>Womens>Women's Gold Jewelry>Womens Gold Pendants>Root Catalog>Womens>Brooches"	"http://www.avianneandco.com/store/catalog/product/view/id/2893/s/14k-yellow-gold-womens-pearl-brooch/"	"http://www.avianneandco.com/store/media/catalog/product//P/7/P77263-1.jpg"
"P43222"	"Enabled"	"14k-yellow-gold-womens-pearl-brooch-1.html"	"/P/4/P43222-3.jpg"	"14K Yellow Gold Womens Pearl Antique Brooch "	"This elegant womens pearl antique brooch is crafted in highly gleaming 14K Yellow Gold. The center is set with three small white pearls which measure to 3.5 mm in diameter. The brooch weighs approximately 1 gram and measures to 1  Inches in length. Handmade to perfection, this one of a kind antique brooch is an ideal accessory for an every day casual wear."	"Gold Pendant"	"167.0000"	"new"	"500.0000"	"Root Catalog>Womens>Root Catalog>Womens>Women's Gold Jewelry>Root Catalog>Womens>Antique Jewelry>Root Catalog>Womens>Women's Gold Jewelry>Womens Gold Pendants>Root Catalog>Womens>Brooches"	"http://www.avianneandco.com/store/catalog/product/view/id/2894/s/14k-yellow-gold-womens-pearl-brooch/"	"http://www.avianneandco.com/store/media/catalog/product//P/4/P43222-3.jpg"
"PIN04"	"Enabled"	"10k-yellow-gold-womens-antique-pin.html"	"/P/I/PIN04-1.jpg"	"10K Yellow Gold Womens Antique Pin "	"This lovely womens antique pin is crafted in highly polished 10K Yellow Gold. The frame measures to 2 1/4 Inches in length and weighs approximately 1.2 grams. This exquisite womens antique pin is ideal for an every day casual wear."	"Gold Pendant"	"134.0000"	"new"	"400.0000"	"Root Catalog>Womens>Root Catalog>Womens>Women's Gold Jewelry>Root Catalog>Womens>Antique Jewelry>Root Catalog>Womens>Women's Gold Jewelry>Womens Gold Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/2895/s/10k-yellow-gold-womens-antique-pin/"	"http://www.avianneandco.com/store/media/catalog/product//P/I/PIN04-1.jpg"
"P10093"	"Enabled"	"14k-yellow-gold-womens-antique-brooch.html"	"/p/1/p10093-4.jpg"	"14K Yellow Gold Womens Antique Sapphire Brooch 0.10 Ctw "	"This handmade womens antique brooch is crafted in lustrous 14K Yellow Gold. The center is bezel set with one blue sapphire which weighs a total of 0.10 carats. Small round whtie pearls are set on two opposite sides and measures to 2 1/4 mm in diameter. Measuring to 2 1/4 Inches in length, this lovely womens antique brooch weighs approximately 3.3 grams."	"Gold Pendant"	"417.0000"	"new"	"1250.0000"	"Root Catalog>Womens>Root Catalog>Womens>Women's Gold Jewelry>Root Catalog>Womens>Antique Jewelry>Root Catalog>Womens>Women's Gold Jewelry>Womens Gold Pendants>Root Catalog>Womens>Brooches"	"http://www.avianneandco.com/store/catalog/product/view/id/2896/s/14k-yellow-gold-womens-antique-brooch/"	"http://www.avianneandco.com/store/media/catalog/product//p/1/p10093-4.jpg"
"PIN03"	"Enabled"	"18k-yellow-gold-womens-diamond-antique-pin-0-05-ctw.html"	"/P/I/PIN03-1.jpg"	"18K Yellow Gold Womens Diamond Antique Pin 0.20 Ctw"	"This elegant womens diamond antique pin is crafted in highly gleaming 18K  Yellow Gold. The center is highlighted with small blue 0.05 carat sapphire, green 0.05 carat emerald, red 0.05 carat ruby and 0.05 carat diamond. The center is also adorned with three large 5 mm in diameter white pearls. The frame measures to approximately 2 Inches in length and weighs 2.2 grams. This one of a kind womens antique pin is an ideal accessory for an every day casual wear."	"Diamond Pendant"	"584.0000"	"new"	"1750.0000"	"Root Catalog>Womens>Root Catalog>Womens>Antique Jewelry>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/2898/s/18k-yellow-gold-womens-diamond-antique-pin-0-05-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//P/I/PIN03-1.jpg"
"P66354"	"Enabled"	"14k-white-gold-womens-diamond-antique-brooch-0-07-ctw.html"	"/P/6/P66354-3.jpg"	"14K White Gold Womens Diamond Emerald Antique Brooch 0.27 Ctw"	"This uniquely designed womens diamond antique brooch is crafted in lustrous 14K White Gold. The center is pave set with one small round cut 0.07 carat diamond which is VVS1 in clarity and G in color. Two small princess cut green emerald stones are set on two opposite sides and weigh a total of 0.20 carats. The frame measuring to 1 Inches in length weighs a total of 2 grams. Handmade to perfection, this lovely womens diamond antique brooch is an ideal accessory for an every day casual wear."	"Diamond Pendant"	"417.0000"	"new"	"1250.0000"	"Root Catalog>Womens>Root Catalog>Womens>Pendants>Root Catalog>Womens>Antique Jewelry>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Pendants>Root Catalog>Womens>Pendants>Womens Diamond Pendants>Root Catalog>Womens>Brooches"	"http://www.avianneandco.com/store/catalog/product/view/id/2900/s/14k-white-gold-womens-diamond-antique-brooch-0-07-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//P/6/P66354-3.jpg"
