TemplateType=Jewelry	Version=2012.1030	This row for Amazon.com use only.  Do not modify or delete.																																																																		JEWELRY SPECIFIC FIELDS																			NECKLACE		RINGS				EARRINGS	ESTATE	CERTIFICATE INFO																		STONE INFO 1																					STONE INFO 2																					STONE INFO 3																					PEARL INFO																															
TemplateType=Jewelry	Version=1.4	This row for Amazon.com use only. Do not modify or delete.																																																																		JEWELRY SPECIFIC FIELDS																			NECKLACE		RINGS				EARRINGS	ESTATE	CERTIFICATE INFO																		STONE INFO 1																					STONE INFO 2																					STONE INFO 3																					PEARL INFO																															
SKU	ProductName	Manufacturer	MfrModelNumber	ProductType	childage	ItemPrice	Quantity	ItemType	Brand	MainImageURL	Currency	StandardProductID	ProductIDType	BulletPoint1	BulletPoint2	BulletPoint3	BulletPoint4	BulletPoint5	Description	TargetAudience1	TargetAudience2	TargetAudience3	Designer	CountryOfOrigin	LaunchDate	MerchantCatalogNumber	Prop65	CPSIAWarning1	CPSIAWarning2	CPSIAWarning3	CPSIAWarning4	CPSIAWarningDescription	UsedFor1	UsedFor2	UsedFor3	UsedFor4	UsedFor5	OtherItemAttribute1	OtherItemAttribute2	OtherItemAttribute3	OtherItemAttribute4	OtherItemAttribute5	SubjectContent1	SubjectContent2	SubjectContent3	SubjectContent4	SubjectContent5	SearchTerms1	SearchTerms2	SearchTerms3	SearchTerms4	SearchTerms5	ParentSKU	RelationshipType	VariationTheme	SwatchImageURL	OtherImageURL1	OtherImageURL2	OtherImageURL3	OtherImageURL4	OtherImageURL5	OtherImageURL6	OtherImageURL7	OtherImageURL8	ShippingWeight	ShippingWeightUnitOfMeasure	ProductTaxCode	DimensionUnitOfMeasure	Diameter	Height	Width	Length	TotalMetalWeight	MetalWeightUnitOfMeasure	TotalDiamondWeight	TotalDiamondWeightUnitOfMeasure	TotalGemWeight	TotalGemWeightUnitOfMeasure	Material1	Material2	Material3	Material4	MetalType	MetalStamp	SettingType	NumberOfStones	ClaspType	ChainType	RingSize	ReSizable	SizingLowerRange	SizingUpperRange	BackFinding	EstatePeriod	CertificateNumber1	CertificateNumber2	CertificateNumber3	CertificateNumber4	CertificateNumber5	CertificateNumber6	CertificateNumber7	CertificateNumber8	CertificateNumber9	CertificateType1	CertificateType2	CertificateType3	CertificateType4	CertificateType5	CertificateType6	CertificateType7	CertificateType8	CertificateType9	GemType1	StoneCut1	StoneColor1	StoneClarity1	StoneShape1	StoneCreationMethod1	StoneTreatmentMethod1	StoneDimensionUnitOfMeasure1	StoneHeight1	StoneLength1	StoneWidth1	StoneWeight1	LabCreated1	Inscription1	StoneDepthPercentage1	StoneTablePercentage1	StoneSymmetry1	StonePolish1	StoneGirdle1	StoneCulet1	StoneFluorescence1	GemType2	StoneCut2	StoneColor2	StoneClarity2	StoneShape2	StoneCreationMethod2	StoneTreatmentMethod2	StoneDimensionUnitOfMeasure2	StoneHeight2	StoneLength2	StoneWidth2	StoneWeight2	LabCreated2	Inscription2	StoneDepthPercentage2	StoneTablePercentage2	StoneSymmetry2	StonePolish2	StoneGirdle2	StoneCulet2	StoneFluorescence2	GemType3	StoneCut3	StoneColor3	StoneClarity3	StoneShape3	StoneCreationMethod3	StoneTreatmentMethod3	StoneDimensionUnitOfMeasure3	StoneHeight3	StoneLength3	StoneWidth3	StoneWeight3	LabCreated3	Inscription3	StoneDepthPercentage3	StoneTablePercentage3	StoneSymmetry3	StonePolish3	StoneGirdle3	StoneCulet3	StoneFluorescence3	PearlType	Color	StyleName	PearlMinimumColor	PearlLustre	PearlShape	PearlUniformity	PearlSurfaceMarkingsAndBlemishes	NacreThickness	PearlStringingMethod	SizePerPearl	NumberOfPearls	MSRP	SalesPrice	FulfillmentCenterID	SaleStartDate	SaleEndDate	ReleaseDate	ItemPackageQuantity	leadtime-to-ship	RestockDate	MaxAggregateShipQuantity	IsGiftMessageAvailable	IsGiftWrapAvailable	IsDiscontinuedByManufacturer	RegisteredParameter	PlatinumKeywords1	PlatinumKeywords2	PlatinumKeywords3	PlatinumKeywords4	PlatinumKeywords5	UpdateDelete
22099	 10K  Gold  Black  Rhodium  Plated  Mens  Black  Diamond  Tennis  Chain  8.52  Ctw 	 Avianne  &  Co 	22099	FineNecklaceBraceletAnklet	child	7624	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/2/22099-3.jpg	USD								" This  mens  diamond  chain  is  handcrafted  in  10k  gold  and  plated  in  black  rhodium.  The  chain  is  prong  set  with  black  round  cut  diamonds  which  total  to  8.52  carats.  The  frame  measures  to  33  inches  in  length  and  3/16  inches  in  width.  weighing  60  grams,  this  chain  securely  locks  with  slide  in  hidden  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/2/22099-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/2/22099-1.jpg										MM			4.5	838	60	GR	8.52	CARATS							rhodium-plated-white-gold	 10K    	 Prong   																																																																																																																										
21960VI	 10K  Gold  Black  Rhodium  Plated  Mens  Black  Diamond  Double  Row  Tennis  Chain  32.00  Ctw 	 Avianne  &  Co 	21960VI	FineNecklaceBraceletAnklet	child	8500	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/1/21960-2_1.jpg	USD								" This  one  of  a  kind  mens  tennis  bracelet  is  handcrafted  in  lustrous  10k  gold  and  plated  in  black  rhodium.  The  two  rows  are  prong  set  with  small  round  cut  black  diamonds  which  total  to  32.00  carats.  The  frame  measures  to  30  inches  in  length  and  8  mm  in  width.  Weighing  80  grams,  this  chain  securely  locks  with  a  slide  in  hidden  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/1/21960-3_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/1/21960-2_1.jpg										MM			8	762	80	GR	32	CARATS							rhodium-plated-white-gold	 10K    	Prong																																																																																																																										
22099VI	 10K  Gold  Black  Rhodium  Plated  Mens  Black  Diamond  Tennis  Chain  8.60  Ctw 	 Avianne  &  Co 	22099VI	FineNecklaceBraceletAnklet	child	3038	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/2/22099-3_1.jpg	USD								" This  mens  diamond  chain  is  handcrafted  in  10k  gold  and  plated  in  black  rhodium.  The  chain  is  prong  set  with  black  round  cut  diamonds  which  total  to  8.60  carats.  The  frame  measures  to  30  inches  in  length  and  3/16  inches  in  width.  weighing  30  grams,  this  chain  securely  locks  with  slide  in  hidden  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/2/22099-2_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/2/22099-1_1.jpg										MM			4	762	30	GR	8.6	CARATS							rhodium-plated-white-gold	 10K    	 Prong   																																																																																																																										
22099VI2	 10K  Gold  Black  Rhodium  Plated  Mens  Black  Diamond  Tennis  Chain  9.00  Ctw 	 Avianne  &  Co 	22099VI2	FineNecklaceBraceletAnklet	child	3113	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/2/22099-3_1_1.jpg	USD								" This  mens  diamond  chain  is  handcrafted  in  10k  gold  and  plated  in  black  rhodium.  The  chain  is  prong  set  with  black  round  cut  diamonds  which  total  to  9.00  carats.  The  frame  measures  to  26  inches  in  length  and  3/16  inches  in  width.  Weighing  30  grams,  this  chain  securely  locks  with  slide  in  hidden  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/2/22099-2_1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/2/22099-1_1_1.jpg										MM			4	660	30	GR	9	CARATS							rhodium-plated-white-gold	 10K    	 Prong   																																																																																																																										
22099VI3	 10K  Gold  Black  Rhodium  Plated  Mens  Black  Diamond  Tennis  Chain  13.00  Ctw 	 Avianne  &  Co 	22099VI3	FineNecklaceBraceletAnklet	child	3963	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/2/22099-3_1_1_1.jpg	USD								" This  mens  diamond  chain  is  handcrafted  in  10k  gold  and  plated  in  black  rhodium.  The  chain  is  prong  set  with  black  round  cut  diamonds  which  total  to  13.00  carats.  The  frame  measures  to  30  inches  in  length  and  3/16  inches  in  width.  Weighing  43  grams,  this  chain  securely  locks  with  slide  in  hidden  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/2/22099-2_1_1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/2/22099-1_1_1_1.jpg										MM			4	762	43	GR	13	CARATS							rhodium-plated-white-gold	 10K    	 Prong   																																																																																																																										
CH126606VI	 10K  White  Gold  Mens  Black  Diamond  Tennis  Chain  12.00  Ctw 	 Avianne  &  Co 	CH126606VI	FineNecklaceBraceletAnklet	child	3736	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch126606-1_1.jpg	USD								" This  mens  diamond  tennis  chain  is  handcrafted  in  10k  white  gold.  Round  cut  black  diamonds  are  prong  set  all  the  way  around  the  chain  and  total  to  12.00  carats.  The  frame  measures  to  20  inches  in  length  and    5  mm  in  width.  Weighing  38.7  grams,  this  chain  securely  locks  with  durable  slide  in  clasp  and  two  safety  latches. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126606-3_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126606-1_1.jpg										MM			5	508	38.7	GR	12	CARATS							White-gold	 10K    	 Prong   																																																																																																																										
22099VI4	 10K  Gold  Black  Rhodium  Plated  Mens  Black  Diamond  Tennis  Chain  14.50  Ctw 	 Avianne  &  Co 	22099VI4	FineNecklaceBraceletAnklet	child	4163	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/2/22099-3_1_1_1_1.jpg	USD								" This  mens  diamond  chain  is  handcrafted  in  10k  gold  and  plated  in  black  rhodium.  The  chain  is  prong  set  with  black  round  cut  diamonds  which  total  to  14.50  carats.  The  frame  measures  to  30  inches  in  length  and  3/16  inches  in  width.  Weighing  52  grams,  this  chain  securely  locks  with  slide  in  hidden  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/2/22099-2_1_1_1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/2/22099-1_1_1_1_1.jpg										MM			4	762	52	GR	14.5	CARATS							rhodium-plated-white-gold	 10K    	 Prong   																																																																																																																										
22099VI5	 10K  Gold  Black  Rhodium  Plated  Mens  Black  Diamond  Tennis  Chain  14.80  Ctw 	 Avianne  &  Co 	22099VI5	FineNecklaceBraceletAnklet	child	4024	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/2/22099-3_1_1_1_1_1.jpg	USD								" This  mens  diamond  chain  is  handcrafted  in  10k  gold  and  plated  in  black  rhodium.  The  chain  is  prong  set  with  black  round  cut  diamonds  which  total  to  14.80  carats.  The  frame  measures  to  26  inches  in  length  and  3/16  inches  in  width.  Weighing  51  grams,  this  chain  securely  locks  with  slide  in  hidden  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/2/22099-2_1_1_1_1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/2/22099-1_1_1_1_1_1.jpg										MM			5	660	51	GR	14.8	CARATS							rhodium-plated-white-gold	 10K    	 Prong   																																																																																																																										
CH7550VI	 10K  Gold  Black  Rhodium  Plated  Mens  Diamond  Tennis  Chain  Necklace  with  Black  Diamonds  15.00  Ct 	 Avianne  &  Co 	CH7550VI	FineNecklaceBraceletAnklet	child	4674	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/7/17286-3_2_1.jpg	USD								" This  one  of  a  kind  mens  diamond  tennis  chain  is  crafted  in  astonishing  10K  Gold  and  plated  in  black  rhodium.  Brilliant  round  cut  black  diamonds  are  prong  set  across  the  32  Inch  frame.  For  secure  feel  and  wear,  this  exclusive  mens  diamond  chain  locks  with  a  druable  slide  in  closure  with  two  safety  clasp  from  the  side. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/7/17286-1_2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/7/17286-2_2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/7/17286-3_2_1.jpg									MM			4	813	45	GR	15	CARATS							rhodium-plated-white-gold	 10K    	 Prong   																																																																																																																										
CH7550VI2	 14K  Gold  Black  Rhodium  Plated  Mens  Diamond  Tennis  Chain  Necklace  with  Black  Diamonds  42.90  Ct 	 Avianne  &  Co 	CH7550VI2	FineNecklaceBraceletAnklet	child	9788	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/7/17286-3_2_1_1.jpg	USD								" This  one  of  a  kind  mens  diamond  tennis  chain  is  crafted  in  astonishing  14K  Gold  and  plated  in  black  rhodium.  Brilliant  round  cut  black  diamonds  are  prong  set  across  the  30  Inch  frame.  For  secure  feel  and  wear,  this  exclusive  mens  diamond  chain  locks  with  a  druable  slide  in  closure  with  two  safety  clasp  from  the  side. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/7/17286-1_2_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/7/17286-2_2_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/7/17286-3_2_1_1.jpg									MM			5	762	76.5	GR	42.9	CARATS							rhodium-plated-white-gold	 14K    	 Prong   																																																																																																																										
CH7550VI3	 10K  Gold  Black  Rhodium  Plated  Mens  Diamond  Tennis  Chain  Necklace  with  Black  Diamonds  24.00  Ct 	 Avianne  &  Co 	CH7550VI3	FineNecklaceBraceletAnklet	child	7744	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/7/17286-3_2_1_1_1.jpg	USD								" This  one  of  a  kind  mens  diamond  tennis  chain  is  crafted  in  astonishing  10K  Gold  and  plated  in  black  rhodium.  Brilliant  round  cut  black  diamonds  are  prong  set  across  the  34  Inch  frame.  For  secure  feel  and  wear,  this  exclusive  mens  diamond  chain  locks  with  a  druable  slide  in  closure  with  two  safety  clasp  from  the  side. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/7/17286-1_2_1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/7/17286-2_2_1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/7/17286-3_2_1_1_1.jpg									MM			5	864	67	GR	24	CARATS							rhodium-plated-white-gold	 10K    	 Prong   																																																																																																																										
NC1095VI	 10K  White  Gold  Mens  Multi  Color  Diamond  Chain  8.50  Ctw 	 Avianne  &  Co 	NC1095VI	FineNecklaceBraceletAnklet	child	8125	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/c/nc1095-3_1.jpg	USD								" This  one  of  a  kind  mens  diamond  chain  is  handcrafted  in  10K  white  gold.  Each  link  is  set  with  small  round  cut  white,  blue  and  yellow  diamonds.  The  frame  measures  to  33  inches  in  length  and  7  mm  in  width.  Weighing  70  grams,  this  chain  securely  locks  with  a  hidden  slide  in  clasp  and  one  safety  latch  from  the  bottom. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/n/c/nc1095-3_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/n/c/nc1095-2_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/n/c/nc1095-1_1.jpg									MM			7	838	70	GR	8.5	CARATS							White-gold	 10K    	 Micro  Pave   																																																																																																																										
N6391AVI	 14K  White  Gold  Mens  Diamond  Chain  Necklace  10.00  Ctw 	 Avianne  &  Co 	N6391AVI	FineNecklaceBraceletAnklet	child	9263	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/5/15580-3_2.jpg	USD								 This  exclusive  mens  diamond  cross  is  crafted  in  14K  White  Gold.  The  frame  is  outlined  with  brilliantly  bezel  set  round  cut  diamonds  which  total  to  10.00  carats.  This  finely  detailed  mens  diamond  chain  securely  locks  with  a  slide  in  clasp  and  one  safey  latch. 																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/5/15580-2_2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/5/15580-1_2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/5/15580-4_2.jpg									MM			5	813	45	GR	10	CARATS							White-gold	 14K    	 Bezel   																																																																																																																										
CH26125VI	 14K  White  Gold  Mens  Diamond  Tennis  Chain  18.00  Ctw 	 Avianne  &  Co 	CH26125VI	FineNecklaceBraceletAnklet	child	13763	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch26125-2_1.jpg	USD								" This  classic  mens  diamond  tennis  chain  is  handcrafted  in  14k  white  gold.  Round  cut  diamonds  are  prong  set  all  the  way  across  the  chain  and  total  to  18.00  carats.  The  frame  measures  to  30  inches  in  length  and  3/16  inches  in  width.  Weighing  50  grams,  this  chain  securely  locks  with  a  durable  slide  in  hidden  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26125-3_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26125-1_1.jpg										MM			4.5	762	50	GR	18	CARATS							White-gold	 14K    	 Prong   																																																																																																																										
CH26125VI2	 14K  White  Gold  Mens  Diamond  Tennis  Chain  10.50  Ctw 	 Avianne  &  Co 	CH26125VI2	FineNecklaceBraceletAnklet	child	9888	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch26125-2_1_1.jpg	USD								" This  classic  mens  diamond  tennis  chain  is  handcrafted  in  14k  white  gold.  Round  cut  diamonds  are  prong  set  all  the  way  across  the  chain  and  total  to  10.50  carats.  The  frame  measures  to  32  inches  in  length  and  6  mm  in  width.  Weighing  40  grams,  this  chain  securely  locks  with  a  durable  slide  in  hidden  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26125-3_1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26125-1_1_1.jpg										MM			6	813	40	GR	10.5	CARATS							White-gold	 14K    	 Prong   																																																																																																																										
CH126422VI	 14K  White  Gold  Mens  Diamond  Tennis  Chain  19.00  Ctw 	 Avianne  &  Co 	CH126422VI	FineNecklaceBraceletAnklet	child	9138	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch126422-1_1.jpg	USD								" This  glamorous  diamond  tennis  chain  is  handcrafted  in  14K  white  gold.  Brilliant  round  cut  diamonds  are  placed  all  the  way  around  the  frame  and  total  to  19.00  carats.  The  chain  measures  to  32  inches  in  length  and  4  mm  in  width.  Weighing  43.8  grams,  this  chain  securely  locks  with  a  durable  slide  in  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126422-1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126422-2_1.jpg										MM			4	813	43.8	GR	19	CARATS							White-gold	 14K    	Prong																																																																																																																										
CH126422VI2	 14K  White  Gold  Mens  Diamond  Tennis  Chain  19.10  Ctw 	 Avianne  &  Co 	CH126422VI2	FineNecklaceBraceletAnklet	child	12419	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch126422-1_1_1.jpg	USD								" This  glamorous  diamond  tennis  chain  is  handcrafted  in  14K  white  gold.  Brilliant  round  cut  diamonds  are  placed  all  the  way  around  the  frame  and  total  to  19.10  carats.  The  chain  measures  to  28  inches  in  length  and  3  mm  in  width.  Weighing  36.5  grams,  this  chain  securely  locks  with  a  durable  slide  in  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126422-1_1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126422-2_1_1.jpg										MM			3	711	36.5	GR	19.1	CARATS							White-gold	 14K    	Prong																																																																																																																										
CH126326VI	 14K  White  Gold  Mens  Diamond  Tennis  Chain  13.00  Ctw 	 Avianne  &  Co 	CH126326VI	FineNecklaceBraceletAnklet	child	9175	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch126326-3_1.jpg	USD								" This  glamorous  mens  chain  is  handcrafted  in  lustrous  14K  white  gold.  The  chain  is  set  with  small  round  cut  diamonds  which  are  placed  on  an  illusion  setting.  The  frame  measures  to  34  inches  in  length  and  3/16  inches  in  width.  Weighing  42  grams,  this  chain  is  an  ideal  accessory  for  an  every  day  casual  or  glamorous  wear. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126326-2_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126326-4_1.jpg										MM			5	864	42	GR	13	CARATS							White-gold	 14K    	Illustion																																																																																																																										
CH25870VI	 10K  White  Gold  Mens  Diamond  Tennis  Chain  11.00  Ctw 	 Avianne  &  Co 	CH25870VI	FineNecklaceBraceletAnklet	child	11069	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch25870-3_1.jpg	USD								" This  exquisite  mens  diamond  tennis  chain  is  handcrafted  in  lustrous  10K  white  gold.  The  chain  is  prong  set  with  small  round  cut  diamonds  which  total  to  11.00  carats.  The  frame  measures  to  36  inches  in  length  and  4  mm  in  width.  Weighing  40  grams,  this  chain  securely  locks  with  slide  in  hidden  clap  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25870-2_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25870-1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25870-4_1.jpg									MM			4	914	40	GR	11	CARATS							White-gold	 10K    	 Prong   																																																																																																																										
CH126422VI3	 14K  White  Gold  Mens  Diamond  Tennis  Chain  17.25  Ctw 	 Avianne  &  Co 	CH126422VI3	FineNecklaceBraceletAnklet	child	12675	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch126422-1_1_1_1.jpg	USD								" This  glamorous  diamond  tennis  chain  is  handcrafted  in  14K  white  gold.  Brilliant  round  cut  diamonds  are  placed  all  the  way  around  the  frame  and  total  to  17.25  carats.  The  chain  measures  to  30  inches  in  length  and  3  mm  in  width.  Weighing  45  grams,  this  chain  securely  locks  with  a  durable  slide  in  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126422-1_1_1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126422-2_1_1_1.jpg										MM			3	762	45	GR	17.25	CARATS							White-gold	 14K    	Prong																																																																																																																										
CH25815VI	 10K  White  Gold  Mens  Diamond  Chain  10.75  Ctw 	 Avianne  &  Co 	CH25815VI	FineNecklaceBraceletAnklet	child	9244	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch25815-1_1.jpg	USD								" This  glamorous  mens  diamond  chain  is  crafted  in  lustrous  10K  white  gold.  Two  rows  are  prong  set  with  brilliant  round  cut  diamonds  which  total  to  10.75  carats.  The  chain  measures  to  30  inches  in  length  and  1/4  inches  in  width.  Weighing  37  grams,  this  chain  securely  locks  with  durable  slide  in  clasp  and  2  safety  latches. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25815-1_1.jpg											MM			7	762	37	GR	10.75	CARATS							White-gold	 10K    	 Prong   																																																																																																																										
CH26125VI3	 10K  White  Gold  Mens  Diamond  Tennis  Chain  13.00  Ctw 	 Avianne  &  Co 	CH26125VI3	FineNecklaceBraceletAnklet	child	10038	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch26125-2_1_1_1.jpg	USD								" This  classic  mens  diamond  tennis  chain  is  handcrafted  in  10k  white  gold.  Round  cut  diamonds  are  prong  set  all  the  way  across  the  chain  and  total  to  13.00  carats.  The  frame  measures  to  40  inches  in  length  and  4  mm  in  width.  Weighing  47  grams,  this  chain  securely  locks  with  a  durable  slide  in  hidden  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26125-3_1_1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26125-1_1_1_1.jpg										MM			4	1016	47	GR	13	CARATS							White-gold	 10K    	 Prong   																																																																																																																										
